Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,94.510002,95.180000,93.720001,94.500000,83.599533,4113200
2019-01-02,92.760002,95.250000,92.459999,94.449997,83.555321,6478800
2019-01-03,91.830002,92.790001,88.680000,88.879997,78.627792,11667500
2019-01-04,89.930000,93.379997,89.470001,92.900002,82.184090,7707600
2019-01-07,92.800003,95.220001,92.360001,94.500000,83.599533,5023900
2019-01-08,95.260002,95.639999,93.029999,94.379997,83.493385,5863500
2019-01-09,95.050003,96.489998,94.720001,96.239998,85.138840,6909400
2019-01-10,95.760002,97.940002,95.470001,97.720001,86.448112,6748500
2019-01-11,97.029999,99.070000,96.809998,98.589996,87.217758,4738800
2019-01-14,97.309998,97.820000,95.989998,96.330002,85.218452,5060100
2019-01-15,96.989998,98.040001,96.639999,97.629997,86.368484,4690800
2019-01-16,97.680000,98.110001,97.029999,97.169998,85.961563,4559500
2019-01-17,96.120003,98.440002,95.849998,97.540001,86.288887,6872300
2019-01-18,98.440002,99.980003,97.940002,99.419998,87.952026,6677500
2019-01-22,98.430000,98.430000,95.820000,96.620003,85.475006,11068600
2019-01-23,96.870003,97.370003,94.809998,95.489998,84.475342,10298700
2019-01-24,97.959999,102.510002,97.800003,102.089996,90.314018,14260300
2019-01-25,102.820000,104.870003,102.720001,104.410004,92.366440,11041700
2019-01-28,101.879997,104.129997,101.760002,102.680000,90.835983,7292700
2019-01-29,102.860001,103.470001,101.309998,101.349998,89.659386,6153100
2019-01-30,101.680000,102.629997,100.180000,102.139999,91.050026,6430200
2019-01-31,101.019997,101.790001,100.169998,100.680000,89.748550,8272300
2019-02-01,100.550003,102.059998,100.260002,101.989998,90.916298,5615000
2019-02-04,101.980003,102.339996,101.070000,101.800003,90.746948,5761200
2019-02-05,102.209999,102.400002,100.980003,102.320000,91.210480,6372200
2019-02-06,104.260002,106.889999,104.050003,106.480003,94.918793,9907800
2019-02-07,105.099998,105.580002,103.139999,103.860001,92.583267,7045700
2019-02-08,102.449997,104.809998,102.139999,104.550003,93.198349,5392400
2019-02-11,104.709999,105.449997,104.250000,104.760002,93.385551,4553000
2019-02-12,105.930000,106.580002,105.750000,106.440002,94.883148,5316800
2019-02-13,106.790001,108.120003,106.660004,107.150002,95.516075,5965200
2019-02-14,106.779999,108.389999,106.430000,106.970001,95.355583,3438800
2019-02-15,107.830002,107.870003,106.690002,107.570000,95.890457,3604300
2019-02-19,107.110001,107.889999,106.610001,107.279999,95.631927,3188000
2019-02-20,107.720001,108.459999,107.239998,107.940002,96.220276,3692800
2019-02-21,106.970001,107.750000,106.199997,106.639999,95.061432,3933500
2019-02-22,107.900002,108.379997,106.650002,107.309998,95.658676,4392900
2019-02-25,109.000000,109.489998,107.830002,108.190002,96.443146,5750200
2019-02-26,108.150002,108.169998,106.830002,107.269997,95.623024,3740100
2019-02-27,106.419998,106.419998,104.709999,105.709999,94.232414,4395800
2019-02-28,105.180000,105.839996,104.809998,105.779999,94.294807,5465800
2019-03-01,106.860001,107.089996,105.779999,106.760002,95.168404,4164200
2019-03-04,107.459999,108.129997,106.000000,107.400002,95.738922,3278500
2019-03-05,107.669998,107.790001,106.519997,106.570000,94.999023,4008600
2019-03-06,106.599998,106.750000,105.260002,105.419998,93.973907,3568000
2019-03-07,104.849998,105.720001,103.680000,104.949997,93.554924,5431000
2019-03-08,103.690002,105.110001,103.349998,104.860001,93.474709,5180800
2019-03-11,105.160004,106.900002,105.000000,106.449997,94.892067,3319800
2019-03-12,106.849998,107.050003,105.760002,106.519997,94.954453,3047200
2019-03-13,107.160004,108.290001,106.660004,107.580002,95.899376,3911100
2019-03-14,107.260002,107.680000,105.970001,107.099998,95.471481,5393700
2019-03-15,108.000000,110.800003,107.989998,110.739998,98.716286,13932300
2019-03-18,110.050003,111.139999,108.919998,109.809998,97.887238,4408900
2019-03-19,110.580002,110.800003,109.550003,110.019997,98.074425,3592100
2019-03-20,110.139999,110.900002,109.029999,109.629997,97.726768,3829400
2019-03-21,110.010002,112.980003,109.949997,112.220001,100.035568,5772700
2019-03-22,111.720001,112.410004,109.529999,109.680000,97.771370,3773500
2019-03-25,108.129997,109.220001,106.260002,107.110001,95.480408,5479100
2019-03-26,108.279999,108.750000,107.389999,108.330002,96.567932,3085500
2019-03-27,108.389999,108.830002,105.449997,105.970001,94.464195,4797200
2019-03-28,105.989998,106.400002,103.629997,104.910004,93.519257,5386400
2019-03-29,106.050003,106.629997,105.360001,106.070000,94.553314,4327700
2019-04-01,107.989998,108.959999,106.930000,108.639999,96.844276,5349800
2019-04-02,108.970001,110.430000,108.180000,110.279999,98.306206,7005500
2019-04-03,111.879997,114.150002,111.400002,112.750000,100.508034,7036700
2019-04-04,112.379997,114.269997,112.360001,113.239998,100.944824,5035600
2019-04-05,113.809998,114.120003,113.309998,113.629997,101.292473,3318300
2019-04-08,113.800003,115.419998,113.320000,115.220001,102.709854,4580800
2019-04-09,114.550003,114.669998,113.250000,113.940002,101.568817,4648200
2019-04-10,113.879997,115.190002,113.540001,114.919998,102.442413,3013300
2019-04-11,115.059998,115.430000,114.129997,114.879997,102.406761,2799300
2019-04-12,115.779999,117.029999,115.779999,116.760002,104.082642,4881100
2019-04-15,116.610001,117.370003,114.019997,115.089996,102.593964,4265100
2019-04-16,115.839996,116.849998,115.629997,116.370003,103.734962,4133700
2019-04-17,116.970001,117.849998,114.910004,115.599998,103.048584,6227500
2019-04-18,116.180000,116.180000,115.129997,115.510002,102.968361,4195800
2019-04-22,114.529999,115.150002,113.650002,114.949997,102.469154,3691200
2019-04-23,115.400002,116.529999,114.519997,116.379997,103.743874,7547400
2019-04-24,115.000000,119.320000,114.849998,118.430000,105.571320,14483900
2019-04-25,117.839996,118.419998,115.650002,117.169998,104.448120,5315400
2019-04-26,116.000000,117.250000,115.309998,117.209999,104.483780,3582600
2019-04-29,116.730003,117.339996,116.000000,116.699997,104.029152,3407600
2019-04-30,116.879997,118.370003,116.660004,117.830002,105.036469,4533200
2019-05-01,118.059998,118.919998,116.199997,116.290001,103.663658,3335800
2019-05-02,116.400002,118.570000,116.279999,117.459999,104.706627,4532200
2019-05-03,117.459999,117.970001,116.110001,117.470001,105.406532,3689000
2019-05-06,114.120003,116.000000,113.500000,115.860001,103.961853,3974300
2019-05-07,114.000000,114.430000,112.250000,113.930000,102.230087,5928100
2019-05-08,112.820000,114.750000,112.480003,112.559998,101.000763,4819300
2019-05-09,110.879997,112.839996,110.199997,112.150002,100.632874,4817500
2019-05-10,111.860001,113.129997,109.360001,112.599998,101.036652,4189900
2019-05-13,109.169998,110.349998,106.730003,107.110001,96.110451,7867600
2019-05-14,108.209999,109.849998,107.879997,109.040001,97.842247,4068200
2019-05-15,108.000000,110.870003,107.709999,110.290001,98.963882,4803600
2019-05-16,108.930000,110.629997,108.099998,109.209999,97.994797,4690600
2019-05-17,108.180000,109.480003,106.110001,106.790001,95.823296,6944000
2019-05-20,103.089996,105.889999,103.089996,104.730003,93.974861,7519900
2019-05-21,106.900002,108.000000,106.269997,107.000000,96.011742,4977200
2019-05-22,106.589996,107.889999,106.400002,106.779999,95.814339,3297000
2019-05-23,105.779999,105.989998,104.349998,105.830002,94.961891,4828000
2019-05-24,106.529999,107.489998,104.919998,105.059998,94.270958,2786400
2019-05-28,105.889999,105.949997,103.150002,103.209999,92.610954,5707100
2019-05-29,102.660004,104.900002,101.570000,104.150002,93.454430,4923400
2019-05-30,104.480003,106.099998,104.129997,105.440002,94.611954,3365700
2019-05-31,104.320000,106.120003,104.000000,104.309998,93.597984,4463100
2019-06-03,105.040001,106.980003,104.589996,105.169998,94.369667,4504500
2019-06-04,107.160004,109.250000,106.349998,109.120003,97.914024,4924700
2019-06-05,110.000000,110.290001,107.779999,109.480003,98.237068,3977400
2019-06-06,109.510002,110.669998,108.790001,110.190002,98.874146,4734100
2019-06-07,111.139999,111.830002,110.589996,111.169998,99.753502,5408600
2019-06-10,111.760002,113.510002,111.000000,112.629997,101.063568,4656800
2019-06-11,114.309998,114.339996,111.970001,112.930000,101.332756,4775700
2019-06-12,112.480003,112.790001,109.980003,110.339996,99.008743,4105400
2019-06-13,110.760002,111.360001,110.320000,111.180000,99.762489,3392000
2019-06-14,106.839996,109.050003,106.800003,107.309998,96.289902,7137800
2019-06-17,107.300003,108.000000,106.550003,106.720001,95.760498,3655300
2019-06-18,108.300003,111.570000,107.580002,111.040001,99.636848,5207900
2019-06-19,111.800003,112.300003,110.690002,111.300003,99.870163,2745900
2019-06-20,113.870003,114.349998,111.709999,112.709999,101.135361,2789900
2019-06-21,111.870003,113.370003,111.660004,112.320000,100.785408,5124900
2019-06-24,112.169998,113.089996,111.820000,112.730003,101.153297,3356200
2019-06-25,112.910004,113.239998,111.339996,111.480003,100.031677,3426200
2019-06-26,113.410004,115.019997,112.769997,114.430000,102.678734,5308200
2019-06-27,115.220001,116.660004,115.019997,115.860001,103.961853,4163800
2019-06-28,116.419998,116.830002,114.500000,114.760002,102.974831,6129800
2019-07-01,117.599998,118.980003,116.239998,117.190002,105.155296,6123700
2019-07-02,116.989998,117.000000,115.110001,116.059998,104.141319,3818600
2019-07-03,116.190002,116.400002,114.919998,115.940002,104.033646,2321700
2019-07-05,114.820000,116.070000,114.370003,115.750000,103.863182,2915400
2019-07-08,115.190002,115.820000,114.680000,114.930000,103.127373,2974500
2019-07-09,114.599998,115.919998,114.389999,115.779999,103.890076,2754000
2019-07-10,116.620003,118.449997,116.190002,116.639999,104.661766,3531800
2019-07-11,116.599998,116.980003,115.889999,116.720001,104.733551,3044700
2019-07-12,117.650002,118.400002,116.660004,118.320000,106.169250,2292500
2019-07-15,118.500000,120.000000,118.489998,119.839996,107.533150,4020600
2019-07-16,118.500000,119.050003,117.540001,118.680000,106.492287,4588800
2019-07-17,118.440002,118.489998,116.760002,117.180000,105.146309,4027700
2019-07-18,117.489998,118.720001,117.010002,118.570000,106.393562,2913000
2019-07-19,118.750000,119.000000,117.040001,117.260002,105.218094,5596300
2019-07-22,117.980003,118.489998,117.570000,118.180000,106.043633,3862700
2019-07-23,119.199997,120.349998,118.550003,120.070000,107.739532,7146900
2019-07-24,126.500000,129.800003,125.959999,129.000000,115.752472,16553300
2019-07-25,128.589996,128.800003,126.570000,127.349998,114.271904,8504500
2019-07-26,127.820000,128.929993,127.309998,128.160004,114.998756,5282300
2019-07-29,128.199997,130.369995,127.930000,129.970001,116.622864,6070100
2019-07-30,128.190002,128.970001,127.489998,128.539993,116.027115,3487300
2019-07-31,127.820000,128.570007,123.040001,125.010002,112.840752,6601600
2019-08-01,125.599998,128.729996,123.230003,123.449997,111.432602,7979300
2019-08-02,123.190002,124.349998,121.070000,121.820000,109.961258,7368400
2019-08-05,119.220001,119.290001,116.220001,116.930000,105.547295,8689800
2019-08-06,118.360001,119.349998,117.029999,119.000000,107.415779,4783900
2019-08-07,117.290001,120.989998,117.050003,120.720001,108.968353,7726600
2019-08-08,121.980003,124.580002,121.379997,124.309998,112.208893,6226400
2019-08-09,123.970001,124.320000,120.599998,120.610001,108.869072,5777500
2019-08-12,119.610001,121.070000,119.470001,120.080002,108.390648,3728400
2019-08-13,120.360001,124.449997,119.279999,123.339996,111.333305,6285300
2019-08-14,120.699997,122.209999,120.160004,120.599998,108.860046,4531700
2019-08-15,121.269997,121.610001,118.730003,119.849998,108.183052,3352600
2019-08-16,121.279999,123.209999,119.849998,122.820000,110.863937,3675100
2019-08-19,125.550003,126.360001,124.010002,124.599998,112.470657,3244500
